time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-12-09T01:42:26.450Z,32.0035,-115.01,7.041,4.89,ml,11,260.7,0.6714,0.3,ci,ci9732973,2016-04-02T14:54:25.370Z,"21km S of Estacion Coahuila, B.C., MX",earthquake,2.99,20.17,0.668,130,reviewed,ci,ci
2001-12-08T23:36:10.110Z,31.9976667,-115.0016667,6.981,5.7,mw,12,261.5,0.6721,0.3,ci,ci9732601,2016-10-21T16:49:03.027Z,"22km S of Estacion Coahuila, B.C., MX",earthquake,4.65,28,,6,reviewed,ci,ci
2001-10-31T07:56:16.630Z,33.5083333,-116.5143333,13.678,5.02,mw,78,18.2,0.07467,0.26,ci,ci9718013,2016-04-02T02:01:50.416Z,"16km ESE of Anza, CA",earthquake,0.26,0.34,,6,reviewed,ci,ci
2001-10-08T05:37:11.000Z,41.22,-115.85,0,4.6,ml,41,,,,us,usp000aqev,2014-11-07T01:13:57.452Z,"Nevada",earthquake,,,,,reviewed,ren,ren
2001-08-10T20:19:26.600Z,39.823,-120.646,17.8,5.2,mwc,146,,,,us,usp000am6r,2015-02-11T17:17:16.000Z,"Northern California",earthquake,,,,,reviewed,ren,hrv
2001-07-19T20:15:34.000Z,38.731,-111.521,3.7,4.5,mb,63,,,,us,usp000ajuq,2014-11-07T01:13:19.001Z,"Utah",earthquake,,,,7,reviewed,slc,us
2001-07-17T12:59:59.170Z,36.017,-117.8823333,-0.706,4.93,mw,33,98,0.01132,0.2,ci,ci9674213,2016-04-02T01:40:12.193Z,"7km ESE of Coso Junction, CA",earthquake,0.43,0.78,,6,reviewed,ci,ci
2001-07-17T12:07:26.100Z,36.0163333,-117.8743333,1.864,5.17,mw,39,37,,0.18,ci,ci9674049,2016-04-02T01:38:02.675Z,"7km ESE of Coso Junction, CA",earthquake,0.35,0.48,,6,reviewed,ci,ci
2001-06-10T13:19:11.290Z,47.1675,-123.5025,40.245,5,md,89,89,,0.29,uw,uw10529683,2016-09-01T18:41:07.280Z,"Olympic Peninsula, Washington",earthquake,0.489,0.39,0.03,9,reviewed,uw,uw
2001-04-21T17:18:56.950Z,42.925,-111.395,0.8,5.3,mwc,298,,,,us,usp000adrg,2015-06-30T16:59:02.733Z,"southern Idaho",earthquake,,,,,reviewed,slc,hrv
2001-04-20T05:19:51.410Z,40.685,-125.317,2.9,4.8,mb,104,,,,us,usp000adn2,2014-11-07T01:12:36.876Z,"offshore Northern California",earthquake,,,,27,reviewed,nc,us
2001-02-28T18:54:32.830Z,47.149,-122.7266667,51.798,6.8,md,67,31,,0.2,uw,uw10530748,2016-10-11T13:54:56.781Z,"Puget Sound region, Washington",earthquake,0.517,0.92,0.03,0,reviewed,uw,uw
2001-02-10T21:05:05.780Z,34.2895,-116.9458333,7.611,4.66,mw,92,23,0.05891,0.25,ci,ci9627721,2016-04-02T11:24:28.369Z,"6km NNW of Big Bear Lake, CA",earthquake,0.29,1.48,,6,reviewed,ci,ci
2001-01-13T13:08:42.330Z,40.74,-125.284,5.6,5.6,mwc,179,,,,us,usp000a7kv,2015-02-11T17:17:11.000Z,"offshore Northern California",earthquake,,,,,reviewed,nc,hrv
2000-11-24T04:20:06.000Z,44.75,-110.69,4.4,4.6,mb,120,,,,us,usp000a4tk,2014-11-07T01:11:33.431Z,"Yellowstone National Park, Wyoming",earthquake,,,,12,reviewed,slc,us
2000-09-26T07:20:29.950Z,38.657,-119.526,9.2,4.5,mwr,75,,,,us,usp000a0u7,2015-01-28T13:03:29.445Z,"Central California",earthquake,,,,,reviewed,ren,brk
